iata,timezone,gmt_offset,offset_hours,name,city_code,country_id,latitude,longitude,elevation,icao
PHN,America/Detroit,GMT -5:00,-5,St Clair County International,PHN,US,42.9109722,-82.5288611,659,KPHN
PKE,Australia/Sydney,GMT +11:00,11,Parkes Airport,PKE,AU,-33.1314011,148.2389984,1003,YPKS
PKZ,Asia/Vientiane,GMT +7:00,7,Pakse Airport,PKZ,LA,15.1357812,105.779605961811,318,VLPS
PLA,America/Bogota,GMT -5:00,-5,Planadas,PLA,CO,3.3,-75.7,7516,
PLF,Africa/Ndjamena,GMT +1:00,1,Pala,PLF,TD,9.3852651,14.9278894376536,1476,FTTP
PLL,America/Manaus,GMT -4:00,-4,Ponta Pelada,PLL,BR,-3.1450556,-59.9856128369314,246,SBMN
CZL,Africa/Algiers,GMT +1:00,1,Ain El Bey Airport,CZL,DZ,36.3051916,6.6184457,2332,DABC
YRB,America/Resolute,GMT -6:00,-6,Resolute Bay Airport,YRB,CA,74.7166791,-94.9685886862914,215,CYRB
QBC,America/Vancouver,GMT -8:00,-8,Bella Coola Airport,QBC,CA,52.333332,-126.666664,5045,CYBD
ACE,Atlantic/Canary,GMT +0:00,0,Lanzarote Airport,ACE,ES,28.94568045,-13.6075881605117,42,GCRR
CDP,Asia/Kolkata,GMT +5:00,5,Cuddapah,CDP,IN,14.516667,78.78333,383,VOCP
CDS,America/Chicago,GMT -6:00,-6,Childress,CDS,US,37.416668,-100.21667,2506,KCDS
CDW,America/New_York,GMT -5:00,-5,Caldwell Wright,CDW,US,40.833332,-74.26667,495,KCDW
CEE,Europe/Moscow,GMT +3:00,3,Cherepovets Airport,CEE,RU,59.27783665,38.0206535432642,351,ULWC
CEF,America/New_York,GMT -5:00,-5,Westover ARB/Metropolitan,CEF,US,42.183376,-72.55383,269,KCEF
CEG,Europe/London,GMT +0:00,0,Hawarden Airport,CEG,GB,53.1796073,-2.97286600970298,36,EGNR
CEO,Africa/Luanda,GMT +1:00,1,Waco Kungo,CEO,AO,9.308333,124.73055,0,FNWK
CES,Australia/Sydney,GMT +11:00,11,Cessnock,CES,AU,-32.833332,151.35,219,YCNK
CET,Europe/Paris,GMT +1:00,1,Le Pontreau,CET,FR,47.0818923,-0.876879652963741,449,LFOU
CEU,America/New_York,GMT -5:00,-5,Oconee County,CEU,US,34.683334,-82.833336,731,KCEU
CEV,America/Indiana/Indianapolis,GMT -5:00,-5,Mettle Field,CEV,US,39.65,-85.13333,849,KCEV
MIQ,America/Chicago,GMT -6:00,-6,Simón Bolívar International,OMA,US,41.301945,-95.89445,1013,
MDX,America/Argentina/Cordoba,GMT -3:00,-3,Mercedes,MDX,AR,-29.167221,-58.075558,252,SATM
MED,Asia/Riyadh,GMT +3:00,3,Prince Mohammad Bin Abdulaziz International Airport,MED,SA,24.544369,39.698967,2060,OEMA
PLM,Asia/Jakarta,GMT +7:00,7,Sultan Mahmud Badaruddin II Airport,PLM,ID,-2.8966306,104.699681281393,32,WIPP
PLN,America/Detroit,GMT -5:00,-5,Emmet County Airport,PLN,US,45.56926645,-84.7969503049933,698,KPLN
PLO,Australia/Adelaide,GMT +10:00,10,Port Lincoln Airport,PLO,AU,-34.60618625,135.877538181629,9,YPLC
PLS,America/Grand_Turk,GMT -5:00,-5,Providenciales International Airport,PLS,TC,21.77415335,-72.2688841868252,16,MBPV
PLW,Asia/Makassar,GMT +8:00,8,Mutiara Airport,PLW,ID,-0.9177448,119.908669883488,305,WAML
PLZ,Africa/Johannesburg,GMT +2:00,2,Port Elizabeth International Airport,PLZ,ZA,-33.9897894,25.6125085777777,196,FAPE
PMC,America/Santiago,GMT -3:00,-3,El Tepual Airport,PMC,CL,-41.4435617,-73.094504676948,305,SCTE
PMI,Europe/Madrid,GMT +1:00,1,Palma de Mallorca Airport,PMI,ES,39.55322455,2.72903099151117,19,LEPA
PNH,Asia/Phnom_Penh,GMT +7:00,7,Phnom Penh International Airport,PNH,KH,11.5470571,104.84811156075,39,VDPP
PNI,Pacific/Pohnpei,GMT +11:00,11,Pohnpei Airport,PNI,FM,6.9836798,158.203819485627,59,PTPN
BSQ,America/Phoenix,GMT -7:00,-7,Bisbee Municipal Airport,BSQ,US,31.3639903,-109.883128,4737,P04
DHO,America/Vancouver,GMT -8:00,-8,Horn River,DHO,CA,59.4593,-122.2553,2299,
KEA,Asia/Jayapura,GMT +9:00,9,Keisah Airport,KEA,ID,-7.6667,140.5,141,
AMF,Pacific/Port_Moresby,GMT +10:00,10,Ama,AMF,PG,-4.166667,141.66667,157,AYAA
SVY,Pacific/Guadalcanal,GMT +11:00,11,Savo,SVY,SB,-9.133333,159.8,1354,
VAO,Pacific/Guadalcanal,GMT +11:00,11,Suavanao Airstrip,VAO,SB,-7.566667,158.66667,0,AGGV
YAU,America/Montreal,GMT -5:00,-5,Kattiniq/donaldson,YAU,CA,61.66341865,-73.307304806094,1896,CTP9
YAD,America/Winnipeg,GMT -6:00,-6,Moose Lake,YAD,CA,50.38333,-105.53333,1833,
YAX,America/Winnipeg,GMT -6:00,-6,Angling Lake Airport,YAX,CA,53.251945,-89.565,875,CKB6
AMR,Pacific/Majuro,GMT +12:00,12,Arno,AMR,MH,7.033333,171.23334,0,
BBV,Africa/Abidjan,GMT +0:00,0,Hkg,BBV,CI,4.666667,-6.95,22,DIGN
BST,Asia/Kabul,GMT +4:00,4,Bost,BST,AF,31.55956085,64.3679684107975,2552,OABT
BSU,Africa/Kinshasa,GMT +1:00,1,Basankusu,BSU,CD,1.2254494,19.788836,1102,FZEN
CEW,America/Chicago,GMT -6:00,-6,Bob Sikes,CEW,US,30.7800302,-86.5223169699062,141,KCEW
BSM,Asia/Tehran,GMT +3:00,3,Bishe-kola,BSM,IR,36.6556143,52.3555333,-65,OINJ
CEY,America/Chicago,GMT -6:00,-6,Calloway County,CEY,US,36.61667,-88.316666,501,KCEY
AAW,Asia/Karachi,GMT +5:00,5,Abbottabad,AAW,PK,34.2,73.25,4061,OPAB
LYT,Australia/Brisbane,GMT +10:00,10,Lady Elliot Island,LYT,AU,-24.11166665,152.715575094083,55,
AHT,America/Adak,GMT -10:00,-10,Amchitka,AHT,US,51.5,179,0,PHKO
BSO,Asia/Manila,GMT +8:00,8,Basco Airport,BSO,PH,20.4514501,121.980779931544,259,RPUO
CFQ,America/Creston,GMT -7:00,-7,Creston Valley Airport,CFQ,CA,49.036945,-116.49834,1965,CAJ3
CFR,Europe/Paris,GMT +1:00,1,Carpiquet Airport,CFR,FR,49.183437,-0.459276,193,LFRK
CFT,America/Phoenix,GMT -7:00,-7,Morenci,CFT,US,33.05,-109.3,3667,KCFT
MEV,America/Los_Angeles,GMT -8:00,-8,Douglas County,MEV,US,39,-119.75,4711,KMEV
MEX,America/Mexico_City,GMT -6:00,-6,Benito Juarez International Airport,MEX,MX,19.435278,-99.07278,7290,MMMX
MFC,Africa/Maseru,GMT +2:00,2,Mafeteng,MFC,LS,-29.75,27.3,5419,FXMF
GBC,Pacific/Port_Moresby,GMT +10:00,10,Gasuke,GBC,PG,-6.10224325,141.739589270814,78,AYGS
MFD,America/New_York,GMT -5:00,-5,Lahm Municipal,MFD,US,40.82,-82.51278,1269,KMFD
POA,America/Sao_Paulo,GMT -3:00,-3,Salgado Filho International Airport,POA,BR,-29.99526845,-51.167479699533,22,SBPA
POD,Africa/Dakar,GMT +0:00,0,Podor,POD,SN,16.6783347,-14.9649604071027,26,GOSP
POG,Africa/Libreville,GMT +1:00,1,Port Gentil,POG,GA,-0.7143453,8.75312456524845,68,FOOG
POH,America/Chicago,GMT -6:00,-6,Pocahontas Municipal,POH,US,42.745302,-94.6516561,1141,
PPT,Pacific/Tahiti,GMT -10:00,-10,Tahiti Faa'a Airport,PPT,PF,-17.55418205,-149.61033687611,32,NTAA
PPY,America/Sao_Paulo,GMT -3:00,-3,Pouso Alegre,PPY,BR,-22.2890865,-45.9195924213758,2900,SNZA
PPZ,America/Caracas,GMT -4:00,-4,Puerto Paez,PPZ,VE,6.2202685,-67.4474917,206,SVDZ
PRY,Africa/Johannesburg,GMT +2:00,2,Wonderboom Airport,PRY,ZA,-25.65847035,28.2194654784992,4061,FAWB
PSA,Europe/Rome,GMT +1:00,1,Pisa International Airport,PSA,IT,43.68479365,10.3955270099828,32,LIRP
PSC,America/Los_Angeles,GMT -8:00,-8,Tri-Cities Airport,PSC,US,46.2626203,-119.118670341361,396,KPSC
GUV,Pacific/Port_Moresby,GMT +10:00,10,Mougulu,GUV,PG,-6.2800839,142.420627008779,666,AYML
YFB,America/Iqaluit,GMT -5:00,-5,Iqaluit Airport,YFB,CA,63.7574019,-68.5523835680961,110,CYFB
HAH,Indian/Comoro,GMT +3:00,3,Prince Said Ibrahim Internatonal Airport,YVA,KM,-11.537275,43.27492,104,FMCH
PVD,America/New_York,GMT -5:00,-5,Theodore Francis Green Memorial State Airport,PVD,US,41.72243995,-71.4285882197495,72,KPVD
PVG,Asia/Shanghai,GMT +8:00,8,Shanghai Pudong International Airport,SHA,CN,31.14134505,121.804636626886,62,ZSPD
PVH,America/Porto_Velho,GMT -4:00,-4,Porto Velho International Airport,PVH,BR,-8.70990265,-63.9004939181256,328,SBPV
MRM,Pacific/Port_Moresby,GMT +10:00,10,Manare,MRM,PG,-9.166667,147.6,3402,AYMA
MNC,Africa/Maputo,GMT +2:00,2,Nacala,MNC,MZ,-14.48448355,40.712441750957,318,FQNC
TPI,Pacific/Port_Moresby,GMT +10:00,10,Tapini,TPI,PG,-8.35645155,146.989466711566,3100,AYTI
SBE,Pacific/Port_Moresby,GMT +10:00,10,Suabi,SBE,PG,-6.1042883,142.278522818294,400,AYSA
MND,America/Bogota,GMT -5:00,-5,Medina,MND,CO,4.5158862,-73.2790415,1266,
YBV,America/Winnipeg,GMT -6:00,-6,Berens River Airport,YBV,CA,52.3599899,-97.02418005,708,CYBV
YBW,America/Vancouver,GMT -8:00,-8,Springbank,YBW,CA,48.75,-123.23333,0,CAB3
YBB,America/Cambridge_Bay,GMT -7:00,-7,Kugaaruk,YBB,CA,68.88333,-89.85,0,CYBB
YBF,America/Vancouver,GMT -8:00,-8,Bamfield,YBF,CA,48.82061715,-125.119264981263,180,CAE9
MPE,America/New_York,GMT -5:00,-5,Griswold,MPE,US,41.283333,-72.6,55,
YDB,America/Whitehorse,GMT -7:00,-7,Burwash Landings,YDB,CA,61.35,-139.01666,2647,CYDB
YER,America/Toronto,GMT -5:00,-5,Fort Severn,YER,CA,56.033333,-87.833336,48,CYER
YCS,America/Rankin_Inlet,GMT -6:00,-6,Chesterfield Inlet,YCS,CA,63.3479211,-90.7337692774406,32,CYCS
MPJ,America/Chicago,GMT -6:00,-6,Petit Jean Park,MPJ,US,35.15,-92.73333,377,
MNX,America/Manaus,GMT -4:00,-4,Manicore,MNX,BR,-5.81173955,-61.2787419672644,98,SBMY
MOB,America/Chicago,GMT -6:00,-6,Mobile Regional Airport,MOB,US,30.69214065,-88.2411574906623,219,KMOB
AAE,Africa/Algiers,GMT +1:00,1,Les Salines Airport,AAE,DZ,36.821392,7.811857,36,DABB
AAI,America/Araguaina,GMT -3:00,-3,Arraias,AAI,BR,-12.916667,-46.933334,2490,SWRA
AAU,Pacific/Apia,GMT +13:00,13,Asau,AAU,WS,-13.458333,-172.6,0,NSAU
AAX,America/Sao_Paulo,GMT -3:00,-3,Araxa Airport,AAX,BR,-19.563132,-46.9604057538004,3267,SBAX
ABA,Asia/Krasnoyarsk,GMT +7:00,7,Abakan Airport,ABA,RU,53.716667,91.5,807,UNAA
ABF,Pacific/Tarawa,GMT +12:00,12,Abaiang,ABF,KI,1.670833,173.30417,0,NGAB
APE,America/Lima,GMT -5:00,-5,San Juan Aposento,APE,PE,-11.933333,-69.083336,866,SPAO
BIY,Africa/Johannesburg,GMT +2:00,2,Bisho,BIY,ZA,-32.89788125,27.2794557654654,1876,FABE
BTJ,Asia/Jakarta,GMT +7:00,7,Sultan Iskandar Muda International Airport,BTJ,ID,5.52946565,95.419083238632,62,WITT
BTR,America/Chicago,GMT -6:00,-6,Baton Rouge Metropolitan Airport,BTR,US,30.5319743,-91.1503775351041,82,KBTR
BTV,America/New_York,GMT -5:00,-5,Burlington International Airport,BTV,US,44.4728965,-73.1514631075075,305,KBTV
CFV,America/Chicago,GMT -6:00,-6,Municipal,CFV,US,37.033333,-95.61667,741,KCFV
CGB,America/Cuiaba,GMT -4:00,-4,Marechal Rondon International Airport,CGB,BR,-15.651725,-56.120266,629,SBCY
CGE,America/New_York,GMT -5:00,-5,Cambridge,CGE,US,38.566666,-76.083336,45,KCGE
MOC,America/Sao_Paulo,GMT -3:00,-3,Montes Claros Airport,MOC,BR,-16.70518095,-43.8200829449049,2139,SBMK
MOE,Asia/Rangoon,GMT +6:00,6,Momeik,MOE,MM,23.09246775,96.64512835,636,VYMO
MPQ,Asia/Amman,GMT +3:00,3,Maan,MPQ,JO,30.166668,35.766666,3503,
MPR,America/Chicago,GMT -6:00,-6,Mcpherson,MPR,US,38.37436,-97.763306,1492,
MPS,America/Chicago,GMT -6:00,-6,Mount Pleasant,MPS,US,33.166668,-94.98333,475,
YLM,America/Whitehorse,GMT -7:00,-7,Clinton Creek,YLM,CA,64.4,-140.55,2040,
YKE,America/Winnipeg,GMT -6:00,-6,Knee Lake,YKE,CA,53.05,-94.666664,625,CJT3
YGK,America/Toronto,GMT -5:00,-5,Kingston/Norman Rogers Airport,YGK,CA,44.22465785,-76.5977245210112,305,CYGK
MPT,Asia/Dili,GMT +9:00,9,Maliana,MPT,TL,-8.066667,125.25,0,WPMN
WAQ,Indian/Antananarivo,GMT +3:00,3,Antsalova,WAQ,MG,-18.6994859,44.6160405,524,FMMG
MOL,Europe/Oslo,GMT +1:00,1,Molde Airport Aro,MOL,NO,62.74544625,7.26378887824484,13,ENML
YHD,America/Winnipeg,GMT -6:00,-6,Dryden Regional Airport,YHD,CA,49.783333,-92.833336,1354,CYHD
YIK,America/Montreal,GMT -5:00,-5,Ivujivik,YIK,CA,62.416668,-76.083336,126,CYIK
DJN,America/Anchorage,GMT -9:00,-9,Delta Junction,DJN,US,64.0488787,-145.7171901,1122,D66
EFO,America/Nome,GMT -9:00,-9,East Fork Airport,EFO,US,64.69277777,-164.276388,147,
MOQ,Indian/Antananarivo,GMT +3:00,3,Morondava Airport,MOQ,MG,-20.287079,44.3168582,36,FMMV
MOT,America/Chicago,GMT -6:00,-6,Minot International Airport,MOT,US,48.25794645,-101.277005043469,1679,KMOT
MOV,Australia/Brisbane,GMT +10:00,10,Moranbah Airport,MOV,AU,-22.0616437,148.074946873606,751,YMRB
MPH,Asia/Manila,GMT +8:00,8,Boracay Airport,MPH,PH,11.92508925,121.95266939157,26,RPVE
MPK,Asia/Seoul,GMT +9:00,9,Mokpo,MPK,KR,34.75862305,126.380505797139,26,
ACJ,Asia/Colombo,GMT +5:00,5,Anuradhapura,ACJ,LK,8.35,80.38333,265,VCCA
ACM,America/Bogota,GMT -5:00,-5,Arica,ACM,CO,-2,-71.833336,557,
ACU,America/Panama,GMT -5:00,-5,Achutupo,ACU,PA,9.576389,-79.72444,0,
ADA,Europe/Istanbul,GMT +3:00,3,Adana Airport,ADA,TR,36.98503,35.29736,45,LTAF
ADE,Asia/Aden,GMT +3:00,3,International,ADE,YE,12.826116,45.037537,32,OYAA
ADF,Europe/Istanbul,GMT +3:00,3,Adiyaman Airport,ADF,TR,37.75,38.266666,2083,LTCP
ADN,America/Bogota,GMT -5:00,-5,Andes,ADN,CO,5.666667,-75.933334,6056,SKAN
ADR,America/New_York,GMT -5:00,-5,Andrews,ADR,US,33.45,-79.566666,42,KPHH
ADZ,America/Bogota,GMT -5:00,-5,Gustavo Rojas Pinilla Airport,ADZ,CO,12.586047,-81.70221,39,SKSP
BWC,America/Los_Angeles,GMT -8:00,-8,Brawley,BWC,US,32.99082965,-115.513929036783,-144,KBWC
BWD,America/Chicago,GMT -6:00,-6,Brownwood,BWD,US,31.7932137,-98.956078,1377,KBWD
BWN,Asia/Brunei,GMT +8:00,8,Brunei International Airport,BWN,BN,4.9423855,114.92908228172,75,WBSB
BWO,Europe/Volgograd,GMT +3:00,3,Balakovo,BWO,RU,51.8557388,47.7420731752857,95,UWSB
CGG,Asia/Manila,GMT +8:00,8,Casiguran,CGG,PH,16.083332,122.01667,108,
CGH,America/Sao_Paulo,GMT -3:00,-3,Sao Paulo/Congonhas Airport,SAO,BR,-23.626902,-46.659557,2627,SBSP
CGJ,Africa/Lusaka,GMT +2:00,2,Chingola,CGJ,ZM,-12.516667,27.883333,4324,FLKE
MPL,Europe/Paris,GMT +1:00,1,Montpellier Mediterranee Airport,MPL,FR,43.578799,3.95934539999625,22,LFMT
MPO,America/New_York,GMT -5:00,-5,Mt Pocono,MPO,US,41.1382659,-75.3797027,1889,KMPO
MQK,America/La_Paz,GMT -4:00,-4,San Matias,MQK,BO,-16.3391991,-58.4019012,419,SLTI
MQY,America/Chicago,GMT -6:00,-6,Smyrna,MQY,US,36.00935425,-86.5166873959975,501,KMQY
MRI,America/Anchorage,GMT -9:00,-9,Merrill Field,ANC,US,61.2133214,-149.8441957,134,PAMR
BQE,Africa/Bissau,GMT +0:00,0,Bubaque,BQE,GW,11.3033822,-15.8391095254292,59,GGBU
MFZ,Pacific/Port_Moresby,GMT +10:00,10,Mesalia,MFZ,PG,-6.133333,149.11667,49,AYES
BSV,Indian/Antananarivo,GMT +3:00,3,Besakoa,BSV,MG,-15.672487,47.0619624444444,22,
BWT,Australia/Hobart,GMT +11:00,11,Burnie Wynyard Airport,BWT,AU,-40.9987056,145.735876614219,22,YWYY
YLC,America/Iqaluit,GMT -5:00,-5,Kimmirut,YLC,CA,62.84737215,-69.8754140807803,175,CYLC
YPO,America/Toronto,GMT -5:00,-5,Peawanuck,YPO,CA,54.9892371,-85.4458534145671,173,CYPO
PXU,Asia/Ho_Chi_Minh,GMT +7:00,7,Pleiku Airport,PXU,VN,14.004424,108.013547558931,2411,VVPK
BXN,Europe/Istanbul,GMT +3:00,3,Imsik,BJV,TR,37.13926395,27.667597900456,131,LTBV
YWL,America/Vancouver,GMT -8:00,-8,Williams Lake Airport,YWL,CA,52.1831017,-122.054,3085,CYWL
YPI,America/Vancouver,GMT -8:00,-8,Port Simpson,YPI,CA,54.5,-130.33333,0,CAN8
QUO,Africa/Lagos,GMT +1:00,1,Akwa Ibom Airport,QUO,NG,4.8756716,8.09753091337307,170,DNAI
MQV,Africa/Algiers,GMT +1:00,1,Mostaganem,MQV,DZ,35.9,0.083333,433,DA14
CAD,America/Detroit,GMT -5:00,-5,Cadillac,CAD,US,44.27409395,-85.4271100829912,1305,KCAD
YOJ,America/Edmonton,GMT -7:00,-7,Footner Lake Airport,YOJ,CA,58.618332,-117.168335,1110,CYOJ
MQW,America/New_York,GMT -5:00,-5,Telfair-Wheeler,MQW,US,32.20778,-83.000275,331,
CAG,Europe/Rome,GMT +1:00,1,Cagliari Elmas Airport,CAG,IT,39.250583,9.05731258096145,22,LIEE
MQX,Africa/Addis_Ababa,GMT +3:00,3,Makale Airport,MQX,ET,13.468333,39.52639,7339,HAMK
YQN,America/Toronto,GMT -5:00,-5,Nakina,YQN,CA,50.18380935,-86.6919727439909,1057,CYQN
MQZ,Australia/Perth,GMT +8:00,8,Margaret River,MQZ,AU,-33.933334,115.1,367,YMGT
MRA,Africa/Tripoli,GMT +2:00,2,Misurata Airport,MRA,LY,32.4,15.066667,42,HLMS
CAH,Asia/Ho_Chi_Minh,GMT +7:00,7,Kamau,CAH,VN,9.1768916,105.174667389441,39,VVCM
CBR,Australia/Canberra,GMT +11:00,11,Canberra Airport,CBR,AU,-35.30287875,149.191800563258,1807,YSCB
CBT,Africa/Luanda,GMT +1:00,1,Catumbela Airport,CBT,AO,-12.481364,13.4938836477038,59,FNCT
CGQ,Asia/Shanghai,GMT +8:00,8,Changchun Longjia International Airport,CGQ,CN,43.902836,125.217545,748,ZYCC
CGR,America/Campo_Grande,GMT -4:00,-4,Campo Grande International Airport,CGR,BR,-20.47157685,-54.6822462512599,1788,SBCG
AEP,America/Argentina/Buenos_Aires,GMT -3:00,-3,Jorge Newbery Airport,BUE,AR,-34.55622,-58.41667,42,SABE
AFA,America/Argentina/Mendoza,GMT -3:00,-3,San Rafael Airport,AFA,AR,-34.58917,-68.40056,2454,SAMR
AFI,America/Bogota,GMT -5:00,-5,Amalfi,AFI,CO,6.8953157,-75.0467996,4855,SKAM
AFY,Europe/Istanbul,GMT +3:00,3,Afyon,AFY,TR,38.733334,30.6,3316,LTAH
AGB,Europe/Berlin,GMT +1:00,1,Augsburg Airport,MUC,DE,48.425278,10.931667,1492,EDMA
AGE,Europe/Berlin,GMT +1:00,1,Flugplatz,AGE,DE,53.783333,7.916667,22,EDWG
AGF,Europe/Paris,GMT +1:00,1,La Garenne Airport,AGF,FR,44.17361,0.598611,167,LFBA
AGI,America/Paramaribo,GMT -3:00,-3,Wageningen,AGI,SR,5.833333,-56.833332,19,SMWA
AGT,America/Asuncion,GMT -3:00,-3,Alejo Garcia Airport,AGT,PY,-25.5,-54.833332,810,SGES
AGU,America/Mexico_City,GMT -6:00,-6,Aguascalients International Airport,AGU,MX,21.701416,-102.31374,6118,MMAS
APP,Pacific/Port_Moresby,GMT +10:00,10,Asapa,APP,PG,-8.97966935,148.103007538915,1876,
CGU,America/Caracas,GMT -4:00,-4,Ciudad Guayana,CGU,VE,8.2877988,-62.7611544163069,413,
CGV,Australia/Eucla,GMT +8:00,8,Caiguna,CGV,AU,-32.2720286,125.4875656,308,YCAG
CGY,Asia/Manila,GMT +8:00,8,Laguindingan International Airport,CGY,PH,8.407744,124.61157,626,RPMY
MRC,America/Chicago,GMT -6:00,-6,Maury County,MRC,US,35.61667,-87.03333,643,KMRC
MRD,America/Caracas,GMT -4:00,-4,A Carnevalli,MRD,VE,8.583333,-71.157776,4957,SVMD
MRF,America/Chicago,GMT -6:00,-6,Municipal,MRF,US,30.3,-104.01667,4629,KMRF
CBW,America/Sao_Paulo,GMT -3:00,-3,Campo Mourao,CBW,BR,-24.009449,-52.3569661025383,1784,SSKM
MWY,Australia/Brisbane,GMT +10:00,10,Miranda Downs,MWY,AU,-25.783333,141.51666,423,YMIR
YQT,America/Thunder_Bay,GMT -5:00,-5,Thunder Bay International Airport,YQT,CA,48.37209765,-89.3272583216942,653,CYQT
RFS,America/Managua,GMT -6:00,-6,Rosita,RFS,NI,13.8904838,-84.4089961149446,124,MNRT
CCB,America/Los_Angeles,GMT -8:00,-8,Cable Airport,CCB,US,34.11242505,-117.685395769533,1414,KCCB
RGK,Asia/Novokuznetsk,GMT +7:00,7,Gorno-Altaysk Airport,RGK,RU,51.96654205,85.8354075542755,980,UNBG
CCG,America/Chicago,GMT -6:00,-6,Crane County Airport,CCG,US,31.41140455,-102.359295732802,2552,E13
CCJ,Asia/Kolkata,GMT +5:00,5,Calicut International Airport,CCJ,IN,11.1363042,75.9541101017551,324,VOCL
MWG,Pacific/Port_Moresby,GMT +10:00,10,Marawaka,MWG,PG,-6.133333,146.13333,1394,AYMW
MXH,Pacific/Port_Moresby,GMT +10:00,10,Moro Airport,MXH,PG,-6.36246295,143.232815954623,2709,AYMR
AHM,America/Los_Angeles,GMT -8:00,-8,Sumner Parker Field,AHM,US,42.19029999,-122.6610031,1827,KS03
CDY,Asia/Manila,GMT +8:00,8,Cagayan De Sulu,CDY,PH,7.0142323,118.495207040331,134,RPMU
MRJ,America/Tegucigalpa,GMT -6:00,-6,Marcala,MRJ,HN,14.163611,-88.03333,4078,MHMA
KMR,Pacific/Port_Moresby,GMT +10:00,10,Karimui,KMR,PG,-6.4929206,144.824965518083,3640,AYRI
CEB,Asia/Manila,GMT +8:00,8,Mactan-Cebu International Airport,CEB,PH,10.310328,123.979277643568,29,RPVM
CEC,America/Los_Angeles,GMT -8:00,-8,Del Norte County Regional Airport,CEC,US,41.7814506,-124.238071084857,36,KCEC
CEI,Asia/Bangkok,GMT +7:00,7,Chiang Rai International Airport,CEI,TH,19.9480922,99.8794567853751,1368,VTCT
LMG,Pacific/Port_Moresby,GMT +10:00,10,Lamassa,LMG,PG,-4.7,152.75,0,
CGZ,America/Phoenix,GMT -7:00,-7,Municipal,CGZ,US,32.88333,-111.75,1391,KCGZ
CHH,America/Lima,GMT -5:00,-5,Chachapoyas,CHH,PE,-6.2021601,-77.8558364107025,8356,SPPY
CHJ,Africa/Harare,GMT +2:00,2,Chipinge,CHJ,ZW,-20.2042729,32.6261647,3690,FVCH
CHK,America/Chicago,GMT -6:00,-6,Municipal,CHK,US,35.05,-97.96667,1108,KCHK
AHS,America/Tegucigalpa,GMT -6:00,-6,Ahuas,AHS,HN,15.4819002,-84.4160995,32,MHAH
AIF,America/Sao_Paulo,GMT -3:00,-3,Assis,AIF,BR,-22.666668,-50.416668,1804,SNAX
MRK,America/New_York,GMT -5:00,-5,Marco Island,MRK,US,25.944445,-81.72389,36,KMKY
AIL,America/Panama,GMT -5:00,-5,Ailigandi,AIL,PA,9.25,-78.083336,55,
AIS,Pacific/Tarawa,GMT +12:00,12,Arorae Island,AIS,KI,-2.65,176.83333,45,NGTR
MRL,Australia/Brisbane,GMT +10:00,10,Miners Lake,MRL,AU,-20.066668,145.58333,1368,
AJA,Europe/Paris,GMT +1:00,1,Ajaccio Napoleon Bonaparte Airport,AJA,FR,41.91987,8.794013,42,LFKJ
AJF,Asia/Riyadh,GMT +3:00,3,Jouf Airport,AJF,SA,29.788668,40.101486,2208,OESK
AJI,Europe/Istanbul,GMT +3:00,3,Agri Airport,AJI,TR,39.65,43.025,5406,LTCO
AJK,Asia/Tehran,GMT +3:00,3,Araak,AJK,IR,34.13333,49.833332,5429,OIHR
AJS,America/Mazatlan,GMT -7:00,-7,Abreojos,AJS,MX,26.833332,-113.666664,226,
AKA,Asia/Chongqing,GMT +8:00,8,Ankang,AKA,CN,32.7081,108.931150495926,833,ZLAK
AKD,Asia/Kolkata,GMT +5:00,5,Akola,AKD,IN,20.697417,77.061344513927,994,VAAK
DRC,Africa/Luanda,GMT +1:00,1,Dirico,DRC,AO,-17.833332,20.7,3589,
HVA,Indian/Antananarivo,GMT +3:00,3,Analalava,HVA,MG,-14.6292429,47.7577163,180,FMNL
IAM,Africa/Algiers,GMT +1:00,1,In Amenas Airport,IAM,DZ,28.05539045,9.6440122114676,1850,DAUZ
MRN,America/New_York,GMT -5:00,-5,Lenoir,MRN,US,35.75,-81.683334,1151,KMRN
MRR,America/Guayaquil,GMT -5:00,-5,Macara,MRR,EC,-4.383333,-79.933334,1374,SEMA
MSR,Europe/Istanbul,GMT +3:00,3,Mus Airport,MSR,TR,38.725,41.625,4143,LTCK
RGN,Asia/Rangoon,GMT +6:00,6,Yangon International Airport,RGN,MM,16.91201185,96.1366126106685,124,VYYY
KPA,Pacific/Port_Moresby,GMT +10:00,10,Kopiago,KPA,PG,-5.383333,142.55,4445,AYKG
AGH,Europe/Stockholm,GMT +1:00,1,Angelholm Helsingborg Airport,AGH,SE,56.2972346,12.8528468358984,36,ESTA
MSS,America/New_York,GMT -5:00,-5,Richards Field,MSS,US,44.93778,-74.846664,206,KMSS
AKR,Africa/Lagos,GMT +1:00,1,Akure,AKR,NG,7.25,5.083333,958,DNAK
MSU,Africa/Maseru,GMT +2:00,2,Moshoeshoe International Airport,MSU,LS,-29.30139,27.505556,5029,FXMM
JRA,America/New_York,GMT -5:00,-5,West 30th St Heliport,NYC,US,40.75528495,-74.0067433857797,0,
IDB,Europe/Stockholm,GMT +1:00,1,Idre,IDB,SE,61.8697222,12.6894444,1427,ESUE
CGI,America/Chicago,GMT -6:00,-6,Cape Girardeau Airport,CGI,US,37.22471585,-89.5680031784598,351,KCGI
